;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
46;1;1;1;1;2;39;NA;5;1;2;1;3;5;1;2;5;5;5;5;5;15;1;1;1;1;1;1;0;0;1;0;0;0;NA;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;6;4;4;3;1;6;2;2;2;2;2;2;2;4;3;4;5;5;2;5;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;6;5;2;3;2;4;2;5;2;2;2;2;2;2;2;5;2;5;NA;1;1;1;1;1;1;2;1;1;2;2;2;2;4;3;4;4;3;3;7;0;0;0;1;0
47;1;1;1;1;1;32;Colombia;5;1;3;1;NA;6;1;1;5;5;5;5;6;15;1;1;1;1;1;1;1;0;0;0;1;0;NA;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;5;6;1;1;1;5;2;2;2;2;2;2;1;1;1;5;5;1;5;1;1;1;1;1;1;1;1;1;5;1;1;4;1;4;5;4;1;4;1;1;4;6;4;NA;4;4;4;6;1;4;4;4;NA;1;1;1;2;1;1;1;1;1;4;5;3;4;5;1;5;3;3;3;3;0;0;0;1;0
48;1;1;1;1;1;32;Colombia;8;2;1;1;1;6;1;1;5;2;1;1;1;15;1;0;1;1;0;1;0;0;0;0;1;0;NA;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;2;6;5;1;1;1;2;2;2;2;2;2;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;6;1;6;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;1;0
49;1;1;1;1;1;43;Denmark;3;2;1;1;3;6;1;1;5;3;6;6;6;21;1;1;0;1;0;1;1;0;0;0;0;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;aner det ikke;6;1;1;1;1;1;1;1;2;2;1;2;1;7;7;7;7;7;4;4;1;1;7;1;1;1;1;1;1;1;1;1;1;7;7;7;5;1;1;1;1;7;7;2;2;2;2;2;1;6;4;6;3;NA;2;1;1;1;1;1;1;1;1;3;3;3;2;2;3;3;2;3;3;4;0;0;0;1;0
50;1;1;1;1;1;27;Colombia;8;1;1;1;3;5;1;1;6;1;5;4;4;15;1;1;1;1;1;1;1;0;0;0;1;0;NA;2;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;NA;4;1;4;3;1;1;1;2;2;2;2;2;2;1;2;2;4;6;1;7;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;6;6;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;5;1;1;3;0;0;0;1;0
51;1;1;1;1;2;39;Colombia;4;2;4;1;3;5;1;1;6;6;6;6;6;23;0;0;0;0;1;1;0;0;0;0;1;0;NA;3;6;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;NA;6;6;6;1;1;3;4;1;2;2;1;2;1;2;6;4;5;3;5;6;1;3;1;1;6;3;5;5;5;1;6;4;6;1;1;3;1;6;6;1;2;1;6;4;3;3;1;2;5;3;5;4;3;NA;2;2;4;3;1;1;2;1;1;3;2;5;3;3;3;4;4;4;4;3;0;0;0;1;0
52;1;1;1;1;2;33;Sweden;5;1;2;2;4;6;1;1;6;6;6;6;6;14;1;0;0;1;0;0;0;0;0;0;0;0;NA;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;6;1;2;2;2;2;2;2;4;6;5;1;2;6;1;1;2;5;5;6;6;6;5;1;1;6;2;5;2;2;3;2;5;5;3;4;1;1;3;5;1;1;1;3;1;6;5;6;NA;4;2;4;2;3;2;4;2;1;4;4;5;4;4;3;4;5;4;3;2;0;0;0;1;0
53;1;1;1;1;2;27;Sweden;5;2;4;2;4;6;1;1;6;5;6;6;6;30;0;0;0;0;0;1;0;0;0;0;0;0;NA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;NA;6;6;6;1;1;1;1;1;2;2;1;1;2;2;2;4;3;4;4;3;3;2;5;3;2;NA;2;2;1;1;2;2;2;2;5;3;3;4;4;1;NA;1;3;5;4;2;2;2;4;3;4;1;2;NA;2;2;1;2;3;1;2;2;1;3;4;4;3;3;5;3;2;4;3;2;0;0;0;1;0
54;1;1;1;1;2;68;Colombia;5;2;4;1;3;6;1;2;6;6;6;6;6;20;1;0;1;1;1;1;1;1;1;0;0;0;NA;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;NA;6;1;1;1;1;1;6;2;2;2;1;2;2;1;1;1;3;2;1;3;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;6;6;6;1;1;1;1;1;6;1;1;5;6;5;1;1;6;4;4;NA;2;2;2;3;1;1;1;1;1;3;3;2;5;5;2;4;3;2;1;3;0;0;0;1;0
55;1;1;1;1;1;36;Colombia;5;1;3;1;1;6;1;1;6;6;6;6;6;18;1;1;1;1;1;0;0;1;0;0;0;0;NA;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;NA;6;2;6;2;2;2;5;1;2;2;1;2;2;1;1;1;4;5;4;1;1;1;1;1;1;4;1;1;1;5;1;1;1;1;5;7;7;1;1;1;1;1;7;1;1;1;1;1;5;1;5;6;5;NA;1;1;2;1;1;1;1;1;1;2;1;2;5;5;2;5;5;1;1;3;0;0;0;1;0
56;1;1;1;1;2;28;Colombia;8;1;1;3;1;3;1;1;6;5;5;5;6;15;1;1;1;1;1;1;1;0;0;0;0;0;NA;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;NA;6;5;6;2;1;1;5;1;2;2;1;2;1;4;4;4;3;5;4;3;1;2;1;4;4;4;3;3;4;6;1;4;3;1;6;6;6;1;3;1;1;4;2;4;3;5;6;4;6;6;1;6;1;NA;2;2;2;2;2;2;2;2;1;3;3;4;3;4;4;4;3;3;3;3;0;0;0;1;0
57;1;1;1;1;2;20;Colombia;8;2;1;1;4;6;1;1;5;4;5;6;6;2;1;1;1;1;1;1;0;0;0;0;1;0;NA;3;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;2;NA;5;5;6;5;2;5;4;1;2;2;1;2;2;6;6;5;1;1;6;1;5;5;5;5;6;6;6;6;6;2;5;6;6;6;1;2;2;6;6;6;6;6;2;6;5;1;5;4;6;6;2;6;1;NA;4;4;4;4;3;4;4;1;2;5;5;5;2;3;5;3;3;5;5;3;0;0;0;1;0
58;1;1;1;1;1;23;Colombia;4;2;4;1;1;6;1;1;5;5;5;5;6;17;1;0;1;1;1;1;0;0;0;0;1;0;NA;3;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;4;NA;5;4;6;4;1;2;6;1;2;2;2;1;1;4;6;2;1;1;6;4;1;3;1;6;5;5;2;4;1;1;5;1;5;5;1;6;5;5;5;1;2;3;6;6;5;6;6;6;6;6;6;1;4;en lugar de trabajo, me refiero a estudio.;2;1;4;2;1;2;1;2;2;3;3;5;4;4;2;4;4;3;3;3;0;0;0;1;0
59;1;1;1;1;2;46;UK;5;1;1;1;NA;6;1;1;1;2;6;6;6;17;1;1;1;1;1;1;1;1;1;0;0;0;NA;1;6;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;3;NA;6;5;6;1;1;1;1;1;2;2;1;2;2;5;5;3;4;4;3;4;3;3;3;4;3;4;3;3;3;2;4;3;4;4;3;5;2;4;4;3;3;3;4;3;3;2;3;2;3;1;5;2;5;NA;1;1;1;1;1;1;1;1;1;1;3;3;4;4;2;4;4;3;2;2;0;0;0;1;0
60;1;1;1;1;2;30;Colombia;5;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
61;1;1;1;1;2;25;NA;8;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;0;1;0;0
62;1;1;1;1;2;28;Colombia;5;1;3;1;1;1;1;1;6;5;6;6;6;15;1;1;1;1;1;1;0;0;0;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;1;6;1;1;2;1;2;2;5;5;6;4;4;6;4;7;7;6;7;6;6;6;2;2;5;4;6;6;6;1;1;1;6;6;1;1;6;4;5;5;6;6;2;6;1;6;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
63;1;1;1;1;2;31;Colombia;5;1;1;1;1;6;1;1;6;6;6;6;6;17;1;0;1;1;1;1;1;1;1;0;1;0;NA;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;5;6;1;1;1;6;2;2;2;1;2;2;2;3;1;5;5;2;5;1;1;1;2;4;2;1;1;1;4;1;1;2;4;2;6;4;1;4;1;1;1;6;4;2;5;5;3;1;1;6;1;6;NA;1;1;2;1;1;2;1;1;1;2;2;3;4;4;4;5;4;2;2;3;0;0;0;1;0
64;1;1;1;1;1;28;Colombia;4;1;3;1;2;6;1;1;6;5;6;5;6;11;0;1;1;1;1;0;1;0;0;0;0;0;NA;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;5;4;5;2;1;2;5;1;2;2;1;2;2;7;5;2;2;2;5;2;2;2;5;4;3;3;2;2;4;5;1;2;4;2;6;5;5;2;5;2;2;2;6;4;4;6;6;2;3;2;5;4;4;NA;2;2;2;2;2;2;1;1;1;2;2;3;3;4;3;4;4;3;2;3;0;0;0;1;0
65;1;1;1;1;2;24;Colombia;8;2;4;1;4;5;1;1;5;4;5;5;5;12;1;0;1;1;1;1;1;0;1;0;1;0;NA;3;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;4;NA;6;4;5;2;2;2;5;2;2;2;2;2;2;3;5;3;4;3;3;4;2;2;2;2;4;2;2;2;2;5;2;2;2;5;3;5;5;2;2;2;2;2;5;5;2;2;2;5;2;2;5;2;2;NA;2;2;2;1;2;1;1;1;1;2;2;3;4;3;3;3;4;2;3;3;0;0;0;1;0
66;1;1;1;1;1;29;Brasil;5;1;3;1;3;NA;1;1;6;5;6;6;5;20;1;0;1;1;0;1;1;0;0;0;0;0;NA;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;NA;6;5;6;1;1;1;4;2;2;2;1;2;2;1;5;3;4;6;5;3;2;1;1;1;4;5;4;5;2;2;2;2;3;6;2;5;4;2;5;1;1;4;5;1;1;1;1;1;4;4;3;6;3;NA;2;1;2;2;1;1;2;1;1;3;2;4;5;5;3;5;4;3;1;3;0;0;0;1;0
67;1;1;1;1;2;24;Colombia;4;2;4;2;4;6;2;2;6;3;6;4;6;21;1;1;1;1;1;1;1;0;0;0;1;1;NA;2;NA;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;considero que para poder sobrellevar sanamente esta cuarentena es necesario establecer una rutina que además que nos mantiene ocupados nos guste informarse lo estrictamente sobre el comportamiento del virus alimentarse bien tratar de mantener la higiene del sueño y relacions armoniosas con los que se cinvive generar dialogos y consenso en cuanto a la forma de proceder frento a esto hará que el nivel de ansiedad baje un poco aunque en mi caso es preocupante las personas que no pudieron suplir sus necesidades basicas para esta cuarentena y pensar en eso y ver por ejemplo como va esto en otros paises me genera gastritis e insomnio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
68;1;1;1;1;1;50;Colombia;5;1;1;1;1;6;1;1;6;5;6;6;6;21;1;0;1;1;1;1;0;0;1;0;1;0;NA;1;5;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;4;no;6;5;6;1;1;2;6;1;2;2;1;2;2;1;2;2;3;3;2;2;1;1;1;1;1;1;1;1;1;7;1;1;1;1;7;7;5;1;1;1;1;1;7;2;1;3;3;1;6;3;4;2;4;Mis alumnos son quienes no tienen los recursos suficientes para la virtualidad de la Educación;1;1;1;1;1;1;1;1;1;1;1;1;5;4;1;5;5;2;1;3;0;0;0;1;0
69;1;1;1;1;1;23;Colombia;4;2;4;1;1;6;1;1;6;5;6;6;6;8;1;0;0;1;1;1;0;0;0;0;1;0;NA;3;12;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;6;5;6;1;1;1;1;2;2;2;1;2;2;2;2;2;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;7;6;1;4;1;1;1;7;3;2;1;4;3;5;2;5;2;5;NA;2;1;1;1;1;1;1;1;1;2;2;2;2;4;2;4;4;2;2;3;0;0;0;1;0
70;1;1;1;1;2;33;Chile;5;1;2;2;3;6;1;1;5;5;6;6;5;19;0;0;0;1;0;0;0;0;0;0;0;0;NA;1;70;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;NA;6;4;6;1;1;1;1;1;2;2;1;2;2;1;4;1;2;2;5;2;1;1;4;2;2;4;1;1;1;1;1;1;1;1;2;6;4;4;5;4;2;1;5;2;2;2;2;1;4;4;4;4;3;NA;1;1;1;1;1;2;2;1;1;3;1;3;5;5;2;5;5;4;1;3;0;0;0;1;0
71;1;1;1;1;2;26;Colombia;5;1;1;1;1;6;1;1;4;2;6;5;6;18;0;1;0;1;1;1;0;0;0;0;1;0;NA;1;5;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;NA;5;4;6;5;1;6;5;2;2;2;2;2;1;5;5;1;1;1;6;4;5;5;2;6;6;5;2;1;1;1;6;1;6;6;2;5;4;5;5;2;4;1;6;6;3;6;6;6;6;6;6;1;4;NA;3;2;4;4;2;2;2;1;1;3;4;4;3;4;4;3;3;4;2;3;0;0;0;1;0
72;1;1;1;1;1;21;Colombia;3;2;4;1;1;6;1;3;6;5;6;4;6;15;0;0;1;1;1;1;0;0;0;0;1;0;NA;3;7;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;4;NA;6;4;6;3;2;2;4;1;2;2;1;2;2;5;4;3;1;1;6;3;3;4;5;5;6;6;4;4;3;2;5;2;6;3;4;5;5;6;6;2;3;3;4;6;5;5;6;5;3;5;5;4;2;NA;4;4;2;3;4;3;2;2;2;3;4;4;1;3;4;4;1;4;5;3;0;0;0;1;0
73;1;1;1;1;2;65;Colombia;5;2;1;1;3;6;1;1;6;4;6;6;6;10;0;0;0;1;1;1;1;0;0;0;1;0;NA;2;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;4;4;3;2;2;6;2;2;2;2;1;2;1;1;1;3;4;1;4;1;1;1;1;1;1;2;1;1;4;1;2;2;1;5;5;5;1;2;1;1;2;5;3;3;3;1;1;1;1;5;2;5;NA;1;1;1;1;1;1;2;1;1;3;3;3;4;4;3;5;4;2;2;3;0;0;0;1;0
74;1;1;1;1;2;34;Denmark;3;2;4;1;1;6;1;1;5;5;6;6;6;27;1;1;1;1;0;1;1;0;0;0;0;0;NA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;ved spørgsmålet hvor stor er din husstand hvor mange mennesker er du isoleret sammen med har jeg besvaret den første del min bistand består af mig altså 1 hvilket betyder at jeg er isoleret sammen med 0;6;5;5;1;1;1;1;1;2;2;1;2;1;6;5;4;2;2;2;2;2;6;6;5;6;5;5;5;4;5;4;5;6;2;5;7;5;2;6;2;6;7;7;5;5;3;NA;2;4;NA;NA;NA;NA;Jeg kan ikke besvare de her spørgsmål, da jeg hverken ejer en virksomhed eller er i arbejde. Mit ressourceforløb er sat i standby og hele min fremtid er usikker pt.;4;4;4;4;4;4;3;1;4;3;5;5;1;1;5;2;1;3;5;4;0;0;0;1;0
75;1;1;1;1;2;24;Colombia;4;2;4;1;1;6;1;1;6;5;6;6;6;18;1;0;1;1;1;1;1;0;0;0;1;0;NA;3;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;NA;4;4;4;4;2;2;4;2;2;2;1;2;2;4;4;7;3;3;4;4;4;4;3;4;4;2;4;3;2;3;2;3;2;2;5;5;5;4;4;2;4;2;4;2;2;2;3;4;3;3;4;4;3;Actualmente no trabajo desde casa, en esta parte debió tener la opción de No Aplica.;2;2;1;2;1;2;1;1;1;3;3;4;3;4;3;3;3;2;2;3;0;0;0;1;0
76;1;1;1;1;2;44;Mexico;4;2;3;2;3;6;1;1;6;3;6;6;6;26;1;1;1;1;1;1;0;0;0;0;0;0;NA;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;NA;6;5;6;1;1;1;2;2;2;2;2;1;2;1;2;1;3;5;1;5;2;1;1;4;4;2;1;1;1;1;1;1;3;4;2;5;3;3;3;1;2;3;4;3;2;3;4;1;2;3;6;4;3;NA;1;1;1;2;1;1;1;1;1;2;3;3;5;5;2;5;5;3;2;3;0;0;0;1;0
77;1;1;1;1;2;20;NA;8;2;NA;1;3;5;2;3;5;3;6;4;4;11;0;1;0;1;1;1;0;0;0;0;0;0;NA;3;5;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;NA;5;4;5;2;1;5;5;2;2;2;1;2;2;5;6;5;5;3;6;4;4;4;5;5;3;1;4;3;5;6;2;6;6;4;1;6;4;3;4;2;1;5;3;2;3;1;1;6;5;3;4;5;4;NA;2;2;4;4;2;1;2;4;2;1;3;3;2;3;2;2;2;5;2;7;0;0;0;1;0
78;1;1;1;1;2;27;Colombia;8;1;1;1;1;6;1;1;6;4;5;6;6;16;1;1;1;1;1;1;0;0;0;0;1;0;NA;2;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;4;NA;6;5;5;2;1;2;6;2;2;2;1;1;2;3;2;2;5;5;2;5;4;2;2;4;4;3;2;2;2;2;2;2;2;4;3;6;4;2;4;2;2;2;6;4;2;2;4;4;4;5;4;4;2;El hecho de encargarme de la limpieza de casa, el hogar (esposo, hijo pequeño (que demanda mucha atención), mascota), la preparación de los alimentos etc. No me permite tener el tiempo suficiente para trabajar desde casa y poder hacerlo tranquilamente. Sin embargo no es algo que me estrés demasiado porque soy independiente y mi esposo asume los gastos de casa. Sin embargo si me preocupa que tengo un negocio cerrado, sin ventas durante esta crisis sanitaria. Y me preocupa más que todo por mis papás porque el negocio es familiar y ellos si no tienen más ingresos ni ahorros.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
79;1;1;1;1;2;26;Colombia;4;1;3;1;3;6;1;1;5;1;6;6;6;NA;1;0;1;1;0;1;0;0;1;0;1;0;NA;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;5;4;5;3;2;2;2;1;2;2;2;2;2;4;5;4;2;3;4;2;1;4;5;5;5;5;4;5;4;1;6;2;5;3;5;5;5;3;4;5;2;5;3;4;3;2;5;5;2;2;2;2;2;NA;2;2;4;4;4;4;4;2;2;5;3;3;3;3;3;3;3;3;3;3;0;0;0;1;0
80;1;1;1;1;2;69;Denmark;3;2;2;2;2;6;1;1;6;1;6;6;6;30;1;1;1;1;1;1;1;0;0;0;0;0;NA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;ved ikke om der er hotline;6;6;6;1;1;1;1;1;2;2;1;2;2;1;4;1;2;3;1;1;2;3;2;1;1;1;1;1;1;2;2;1;1;1;4;7;6;1;4;1;1;7;7;2;2;1;1;1;1;1;1;NA;NA;Jeg er pensioneret, arbejder ikke;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;4;3;3;2;4;0;0;0;1;0
81;1;1;1;1;2;32;Colombia;4;1;2;1;1;6;1;1;5;5;5;5;5;13;1;0;1;1;1;1;0;0;1;0;1;0;NA;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;NA;6;4;6;1;1;1;5;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
82;1;1;1;1;2;29;Colombia;4;2;1;1;1;6;1;1;6;5;5;6;6;8;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;me siento sofocada al principio no pero ya con todo el tiempo que llevamos en estricta rigurosidad porque ni para abastecernos salimos me siento cómo si me faltará el aire con miedo y sensación de claustrofobia como si mi casa fuera muy pequeña y estrecha;5;5;5;2;2;2;5;1;2;2;1;1;1;5;3;3;1;1;4;2;4;5;2;5;2;4;2;2;2;2;4;2;4;4;2;4;4;4;5;2;2;5;4;5;5;6;5;5;2;2;2;2;2;NA;3;2;4;2;2;1;2;2;1;3;3;4;3;3;4;3;2;3;4;3;0;0;0;1;0
83;1;1;1;1;2;22;Colombia;8;2;1;1;1;5;1;1;6;6;5;4;6;20;0;0;1;1;1;1;1;0;1;0;0;0;NA;2;5;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;NA;6;4;5;2;1;1;4;1;2;2;1;2;2;5;6;6;1;1;5;3;3;1;2;2;6;6;4;4;1;6;1;2;2;2;2;5;4;3;6;4;3;6;1;6;6;6;6;6;6;6;6;4;1;NA;4;4;4;3;4;4;4;2;1;3;3;5;3;3;3;3;3;5;3;3;0;0;0;1;0
84;1;1;1;1;1;26;Italy;5;1;3;1;1;6;1;1;6;6;6;5;5;20;1;1;1;1;1;1;1;0;0;0;1;0;NA;1;105;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;5;5;2;1;2;2;1;2;2;1;2;2;4;4;1;1;1;6;1;4;2;5;5;5;4;2;2;2;6;2;2;6;2;4;5;5;4;4;2;1;1;4;3;1;1;1;1;5;4;3;4;2;NA;3;2;1;2;2;2;1;1;1;3;2;3;4;5;3;4;4;3;2;5;0;0;0;1;0
85;1;1;1;1;2;32;Colombia;5;2;3;1;1;6;1;1;6;5;5;5;5;8;1;1;1;1;1;1;1;0;0;0;1;0;NA;3;7;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;NA;5;3;5;2;2;1;1;2;2;2;2;2;2;1;1;1;5;5;2;5;2;1;2;1;1;2;1;1;1;1;1;2;2;2;5;5;5;1;5;2;2;2;5;2;2;5;5;5;2;4;5;5;5;NA;2;2;1;1;1;1;1;1;1;1;3;3;4;4;4;4;4;2;4;3;0;0;0;1;0
86;1;1;1;1;2;25;Colombia;4;1;1;1;1;6;1;1;6;5;6;6;6;20;1;0;0;1;1;1;1;1;1;0;0;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;3;3;3;2;2;5;2;1;2;1;2;2;2;1;1;6;6;2;4;1;1;1;1;1;5;3;1;3;6;1;1;1;2;5;6;6;2;2;1;1;5;5;1;2;4;5;1;5;5;6;3;2;No tengo niños y he estado en periodo de vacaciones laborales;2;1;3;2;3;1;1;2;1;2;2;2;5;5;3;5;5;2;2;3;0;0;0;1;0
87;1;1;1;1;1;21;Colombia;2;2;4;1;1;6;1;1;5;4;6;5;6;13;1;0;0;1;1;1;0;0;1;0;1;0;NA;3;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;6;6;6;2;1;3;6;1;2;2;2;2;2;2;5;4;4;4;2;4;2;4;3;5;5;5;3;3;4;2;2;2;2;2;3;6;5;4;4;2;4;2;5;3;2;2;2;5;4;4;2;4;4;NA;1;1;2;2;1;2;2;2;1;2;2;3;4;4;3;4;4;3;3;3;0;0;0;1;0
88;1;1;1;1;2;20;Colombia;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
